"city name","country name","most active airport","long. most active airport","lat. most active airport","number of routes","number incoming flights","number outcoming flights","number incoming domestic flights","number outcoming domestic flights","number incoming international flights","number outcoming international flights","only domestic flights","average distance","max. distance","airportCode"
Aracatuba,Brazil,Aracatuba,-50.042,-20.569,16,7,9,7,9,0,0,1,406,675,ARU
Santa Clara,Cuba,Abel Santamaria,-79.907,22.82,16,8,8,0,1,8,7,0,2906,6793,SNU
Wilmington,United States,Wilmington Intl,-77.838,34.451,16,8,8,8,8,0,0,1,647,1256,ILM
Green Bay,United States,Austin Straubel Intl,-87.55,44.808,16,8,8,8,8,0,0,1,376,583,GRB
Dominica,Dominica,Melville Hall,-60.834,15.911,16,8,8,0,0,8,8,0,314,592,DOM
Amarillo,United States,Rick Husband Amarillo Intl,-101.51,35.365,16,8,8,8,8,0,0,1,707,1182,AMA
Limoges,France,Bellegarde,1.299,46.437,16,8,8,3,3,5,5,0,541,842,LIG
Mytilini,Greece,Mitilini,26.997,39.094,16,8,9,8,8,0,0,1,262,419,MJT
Tiruchirappalli,India,Trichy,79.182,11.275,16,8,9,3,3,5,5,0,995,3010,TRZ
Port Blair,India,Port Blair,93.216,12.068,16,8,9,8,8,0,0,1,1333,1411,IXZ
Udaipur,India,Udaipur,74.493,25.029,16,8,9,8,8,0,0,1,515,662,UDR
Guayana,Venezuela,General Manuel Carlos Piar,-62.601,8.48,16,8,9,8,8,0,0,1,423,556,CGU
Trabzon,Turkey,Trabzon,40.316,41.658,16,8,9,8,8,0,0,1,861,1164,TZX
Sao Vicente Island,Cape Verde,Sao Pedro,-24.425,17.389,16,9,8,5,5,4,2,0,1392,4684,VXE
Volgograd,Russia,Gumrak,44.575,49.304,16,8,9,5,5,3,3,0,1130,2339,VOG
Chongju,South Korea,Cheongju International Airport,127.831,37.194,16,8,8,4,4,4,4,0,1332,3672,CJJ
Heho,Burma,Heho,97.32,21.245,16,8,8,8,8,0,0,1,293,430,HEH
Calama,Chile,El Loa,-68.84,-22.164,16,7,9,7,9,0,0,1,748,1216,CJC
Syktyvkar,Russia,Syktyvkar,51.408,62.078,16,8,9,8,8,0,0,1,873,1134,SCW
Split,Croatia,Split,16.496,43.898,16,8,9,1,1,7,7,0,691,1086,SPU
Orenburg,Russia,Orenburg,55.761,52.326,16,8,9,4,4,4,4,0,1486,1823,REN
Nadym,Russia,Nadym Airport,73.164,65.801,16,8,8,8,8,0,0,1,1385,2152,NYM
Barranquilla,Colombia,Ernesto Cortissoz,-74.635,11.482,16,8,8,6,6,2,2,0,809,1737,BAQ
Hailar,China,Dongshan,120.375,49.341,16,8,8,7,7,1,1,0,942,1078,HLD
Samarkand,Uzbekistan,Samarkand,67.639,40.167,16,8,9,1,1,7,7,0,2419,3390,SKD
Friedrichshafen,Germany,Friedrichshafen,9.852,48.118,16,8,9,5,5,3,3,0,486,661,FDH
Caticlan,Philippines,Godofredo P,122.588,12.535,16,8,9,8,8,0,0,1,316,356,MPH
Bacolod,Philippines,Bacolod,123.549,11.07,16,8,8,7,7,1,1,0,673,2987,BCD
Kodiak,United States,Kodiak,-152.157,58.249,16,6,10,6,10,0,0,1,158,359,ADQ
Visby,Sweden,Visby,18.577,58.104,16,8,9,8,8,0,0,1,289,358,VBY
La Serena,Chile,La Florida,-70.666,-29.861,15,8,8,8,7,0,0,1,556,875,TCO
Ilulissat,Greenland,Ilulissat,-50.419,69.39,15,7,9,7,8,0,0,1,247,565,JAV
Ambon,Indonesia,Pattimura,128.148,-3.518,15,8,7,8,7,0,0,1,790,2344,AMQ
Bauru,Brazil,Bauru-Arealva,-48.448,-21.597,15,8,8,8,7,0,0,1,228,289,JTC
Ust Kamenogorsk,Kazakhstan,Ust Kamenogorsk Airport,82.823,50.061,15,7,9,6,6,1,2,0,1154,2985,UKK
Idaho Falls,United States,Idaho Falls Rgnl,-111.452,43.857,15,7,8,7,8,0,0,1,844,1176,IDA
Qiqihar,China,Qiqihar Sanjiazi Airport,124.53,47.399,15,7,8,7,8,0,0,1,1235,1806,NDG
Prince George,Canada,Prince George,-122.465,54.482,15,7,9,6,7,1,1,0,906,3996,YXS
Blagoveschensk,Russia,Ignatyevo,127.687,50.708,15,7,8,7,8,0,0,1,2921,5546,BQS
Norman Wells,Canada,Norman Wells,-126.664,65.469,15,8,8,8,7,0,0,1,367,679,YVQ
Chesterfield Inlet,Canada,Chesterfield Inlet Airport,-90.552,63.578,15,7,8,7,8,0,0,1,166,380,YCS
Nicoya,Costa Rica,Cabo Velas Airport,-85.755,10.592,15,7,9,7,8,0,0,1,193,226,TNO
Panama,Panama,Marcos A Gelabert Intl,-79.26,9.622,14,7,8,7,7,0,0,1,205,325,PAC
Toamasina,Madagascar,Toamasina,49.654,-17.516,14,7,8,5,5,2,2,0,379,746,TMM
Mahajanga,Madagascar,Philibert Tsiranana,46.586,-15.446,14,7,8,2,2,5,5,0,535,1145,MJN
Pemba,Mozambique,Pemba,40.87,-12.978,14,7,8,3,3,4,4,0,1278,1912,PMA
Nampula,Mozambique,Nampula,39.469,-14.51,14,7,7,5,5,2,2,0,950,1685,APL
Thimphu,Bhutan,Paro,89.707,27.671,14,7,8,0,0,7,7,0,490,1234,PBH
Akita,Japan,Akita,140.364,40.025,14,7,7,6,6,1,1,0,639,1202,AXT
Varginha,Brazil,Major Brigadeiro Trompowsky,-45.123,-21.317,14,7,8,7,7,0,0,1,210,246,VAG
Juiz De Fora,Brazil,Francisco De Assis,-42.978,-21.653,14,7,8,7,7,0,0,1,243,358,JDF
Passo Fundo,Brazil,Lauro Kurtz,-51.878,-27.74,14,7,8,7,7,0,0,1,245,778,PFB
Joacaba,Brazil,Joacaba Airport,-51.169,-26.622,14,7,8,7,7,0,0,1,101,303,JCB
Sinop,Brazil,Sinop Airport,-55.1,-11.75,14,7,8,7,7,0,0,1,410,900,OPS
Granada,Spain,Granada,-3.629,37.314,14,7,8,7,7,0,0,1,566,678,GRX
Hakodate,Japan,Hakodate,141.369,42.283,14,7,7,6,6,1,1,0,758,1339,HKD
Sondrestrom,Greenland,Sondre Stromfjord,-50.483,67.028,14,7,8,6,6,1,1,0,749,3404,SFJ
Praya,Indonesia,Lombok International Airport,116.461,-8.596,14,7,8,6,6,1,1,0,658,1729,LOP
Gassim,Saudi Arabia,Gassim,44.289,26.504,14,7,8,4,4,3,3,0,808,1300,ELQ
Kuantan,Malaysia,Kuantan,103.348,4.292,14,7,7,5,5,2,2,0,269,346,KUA
Valladolid,Spain,Valladolid,-4.754,42.176,14,7,8,4,4,3,3,0,929,1598,VLL
Sayun Intl,Yemen,Sayun International Airport,49.313,16.61,14,7,8,4,4,3,3,0,820,1219,GXF
Pueblo Memorial,United States,Pueblo Mem,-104.161,38.481,14,7,8,7,7,0,0,1,369,957,
Lubumashi,Congo (Kinshasa),Lubumbashi Intl,27.884,-11.319,14,7,8,0,0,7,7,0,1143,2650,FBM
Khalije Fars,Iran,Persian Gulf Airport,53.229,27.632,14,7,8,7,7,0,0,1,867,1142,PGU
Sohag,Egypt,Sohag International,32.238,26.568,14,7,7,1,1,6,6,0,1330,1636,HMB
Asyut,Egypt,Asyut International Airport,31.019,27.077,14,7,7,1,1,6,6,0,1524,2477,ATZ
Pierre,United States,Pierre Regional Airport,-99.81,44.637,14,7,8,7,7,0,0,1,410,602,PIR
Launceston,Australia,Launceston,147.356,-41.243,14,7,8,7,7,0,0,1,925,1674,LST
Nanyang,China,Nanyang Airport,113.025,33.634,14,7,8,7,7,0,0,1,925,1470,NNY
Lincoln,United States,Lincoln,-96.599,41.418,14,7,8,7,7,0,0,1,680,735,LNK
Bismarck,United States,Bismarck Municipal Airport,-100.597,47.293,14,7,7,7,7,0,0,1,1144,1781,BIS
Bakersfield,United States,Meadows Fld,-118.428,35.722,14,7,7,7,7,0,0,1,763,2254,BFL
Scranton,United States,Wilkes Barre Scranton Intl,-75.54,41.564,14,7,7,7,7,0,0,1,702,1118,AVP
Asmara,Eritrea,Asmara Intl,39.517,15.486,14,7,7,0,0,7,7,0,827,1821,ASM
Nadzab,Papua New Guinea,Nadzab,147.21,-6.284,14,7,8,7,7,0,0,1,290,405,LAE
Xiangfan,China,Xiangfan Airport,112.485,32.251,14,7,8,7,7,0,0,1,868,1037,XFN
Manzhouli,China,Manzhouli,117.549,49.944,14,7,7,5,5,2,2,0,914,1091,NZH
Yibin,China,Yibin,104.907,29.333,14,7,8,7,7,0,0,1,1174,1685,YBP
Luzhou,China,Luzhou Airport,105.655,29.42,14,7,8,7,7,0,0,1,1018,1612,LZO
Dasht-e-naz,Iran,Sari Dasht E Naz Airport,53.322,37.059,14,7,8,6,6,1,1,0,858,1537,SRY
Solo City,Indonesia,Adi Sumarmo Wiryokusumo,111.261,-7.194,14,7,8,3,3,4,4,0,955,1536,SOC
Songkhla,Thailand,Hat Yai Intl,100.654,7.555,14,7,7,5,5,2,2,0,793,1308,HDY
Bintulu,Malaysia,Bintulu,113.034,3.206,14,7,7,7,7,0,0,1,552,1204,BTU
Calvi,France,Saint Catherine,9.321,42.884,14,7,7,7,7,0,0,1,425,842,CLY
Pau,France,Pau Pyrenees,-0.032,43.633,14,7,8,6,6,1,1,0,608,907,PUF
Joinville,Brazil,Lauro Carneiro De Loyola,-48.663,-25.708,14,7,7,7,7,0,0,1,376,430,JOI
Sao Jose Dos Campos,Brazil,Professor Urbano Ernesto Stumpf,-45.772,-22.714,14,7,8,7,7,0,0,1,298,415,SJK
Sudbury,Canada,Sudbury,-80.665,47.041,14,7,7,7,7,0,0,1,337,637,YSB
Almeria,Spain,Almeria,-1.951,37.406,14,7,7,6,6,1,1,0,582,1606,LEI
Valparaiso,United States,Eglin Afb,-86.209,30.805,14,7,8,7,7,0,0,1,701,1004,VPS
Torreon,Mexico,Torreon Intl,-103.018,25.947,14,7,8,4,4,3,3,0,806,1054,TRC
Mcallen,United States,Mc Allen Miller Intl,-97.732,26.293,14,7,8,7,7,0,0,1,1117,1936,MFE
Gulfport,United States,Gulfport-Biloxi,-88.451,30.678,14,7,8,7,7,0,0,1,711,874,GPT
Charlottesville VA,United States,Charlottesville-Albemarle,-78.089,38.231,14,7,7,7,7,0,0,1,503,958,CHO
Bloomington,United States,Central Illinois Rgnl,-88.86,40.795,14,7,7,7,7,0,0,1,807,1527,BMI
Aguascalientes,Mexico,Jesus Teran Intl,-101.864,22.175,14,7,7,3,3,4,4,0,1227,2091,AGU
Iguazu Falls,Argentina,Cataratas Del Iguazu,-54.123,-25.563,14,7,8,6,6,1,1,0,1111,1198,IGR
Batumi,Georgia,Batumi,41.999,42.017,14,7,7,1,1,6,6,0,1159,1720,BUS
Kos,Greece,Kos,27.152,37.322,14,7,8,7,7,0,0,1,239,498,KGS
Vieques Island,Puerto Rico,Vieques Airport,-65.038,18.193,14,7,8,5,4,2,3,0,57,67,VQS
Gaya,India,Gaya,85.585,25.24,14,7,7,2,3,5,4,0,1063,2049,GAY
Santiago De Cuba,Cuba,Antonio Maceo Intl,-75.726,20.616,14,8,7,5,2,3,4,0,2249,8334,SCU
Berbera,Somalia,Berbera,45.568,10.648,14,8,6,4,4,4,2,0,748,1953,BBO
Eskimo Point,Canada,Arviat,-93.452,61.156,14,8,6,8,6,0,0,1,217,263,YEK
Murmansk,Russia,Murmansk,33.251,69.302,14,7,8,6,6,1,1,0,1034,1537,MMK
Abakan,Russia,Abakan,91.641,54.233,14,7,7,7,7,0,0,1,2804,3312,ABA
Cobija,Bolivia,Heroes Del Acre,-68.639,-10.401,14,7,7,7,7,0,0,1,613,806,CIJ
Tuxtla Gutierrez,Mexico,Angel Albino Corzo,-92.377,16.936,14,7,8,5,5,2,2,0,1098,1545,TGZ
Villavicencio,Colombia,Vanguardia,-73.357,4.279,14,7,8,7,7,0,0,1,339,722,VVC
Fort Yukon,United States,Fort Yukon,-144.751,66.952,14,7,8,7,7,0,0,1,140,222,FYU
Kashi,China,Kashi,76.033,39.904,14,7,7,7,7,0,0,1,1094,1094,KHG
Jiayuguan,China,Jiayuguan Airport,98.569,40.428,14,7,7,7,7,0,0,1,818,1132,JGN
Chifeng,China,Chifeng Airport,119.513,42.391,14,7,7,7,7,0,0,1,492,818,CIF
Gustavia,France,Saint Barthelemy,-62.721,18.503,14,7,8,0,0,7,7,0,175,279,SBH
Fergana,Uzbekistan,Fergana Airport,72.241,40.598,14,7,8,1,1,6,6,0,2672,3587,FEG
Puerto Princesa,Philippines,Puerto Princesa,119.264,10.236,14,7,8,7,7,0,0,1,465,587,PPS
Tacloban,Philippines,Daniel Z Romualdez,125.046,11.379,14,7,8,7,7,0,0,1,377,581,TAC
Hammerfest,Norway,Hammerfest Airport,24.114,71.132,13,7,7,7,6,0,0,1,135,218,HFT
Turbat,Pakistan,Turbat International Airport,63.05,26.643,13,6,8,4,5,2,2,0,431,728,TUK
Multan,Pakistan,Multan Intl,71.698,30.338,13,7,7,6,5,1,1,0,584,1671,MUX
Erechim,Brazil,Erechim Airport,-51.781,-27.437,13,7,6,7,6,0,0,1,90,305,ERM
Campos,Brazil,Bartolomeu Lisandro,-40.837,-21.498,13,6,7,6,7,0,0,1,162,236,CAW
Montes Claros,Brazil,Mario Ribeiro,-43.699,-16.512,13,6,8,6,7,0,0,1,362,745,MOC
Imperatriz,Brazil,Prefeito Renato Moreira,-47.101,-5.219,13,7,7,7,6,0,0,1,784,1177,IMP
Kirkenes,Norway,Hoybuktmoen,30.485,70.209,13,6,7,6,7,0,0,1,406,1407,KKN
Kwajalein,Marshall Islands,Bucholz Aaf,168.219,9.2,13,6,8,2,3,4,4,0,701,1099,KWA
Cold Bay,United States,Cold Bay,-162.543,55.343,13,6,8,6,7,0,0,1,348,984,CDB
Rio Grande,Argentina,Rio Grande,-67.583,-53.63,13,6,8,6,7,0,0,1,428,2228,RIG
Rosario,Argentina,Rosario,-60.642,-32.84,13,7,7,4,4,3,2,0,834,2885,ROS
Zandery,Suriname,Johan A Pengel Intl,-54.647,5.754,13,6,8,0,0,6,7,0,3208,7503,PBM
Cambridge Bay,Canada,Cambridge Bay,-104.564,69.18,13,6,7,6,7,0,0,1,531,830,YCB
Huslia,United States,Huslia Airport,-155.919,66.162,13,6,8,6,7,0,0,1,167,382,HSL
Galapagos,Ecuador,Seymour,-89.777,-0.09,13,6,7,6,7,0,0,1,1161,1294,GPS
Mo i Rana,Norway,Røssvoll Airport,14.502,66.606,12,6,7,6,6,0,0,1,164,345,MQN
Vadso,Norway,Airport,30.406,70.108,12,6,7,6,6,0,0,1,161,410,VDS
Bora Bora,French Polynesia,Bora Bora,-151.586,-16.074,12,5,7,5,7,0,0,1,199,462,BOB
Tete,Mozambique,Tete Chingodzi,34.066,-15.509,12,6,7,4,4,2,2,0,866,1263,TET
Beira,Mozambique,Beira,35.512,-19.661,12,6,6,4,4,2,2,0,686,980,BEW
Horta,Portugal,Horta,-28.527,38.866,12,6,6,6,6,0,0,1,719,1720,HOR
Buonmethuot,Vietnam,Buon Ma Thuot Airport,108.2,13.113,12,6,6,6,6,0,0,1,563,938,BMV
Kayseri,Turkey,Erkilet,35.825,39.283,12,6,6,5,5,1,1,0,959,2584,ASR
Reykjavik,Iceland,Reykjavik,-21.901,64.216,12,6,7,3,3,3,3,0,636,1414,RKV
Atlantic City,United States,Atlantic City Intl,-74.296,39.762,12,6,6,6,6,0,0,1,1368,1594,ACY
Dangriga,Belize,Dangriga Airport,-87.695,17.611,12,6,7,6,6,0,0,1,51,83,DGA
Marudi,Malaysia,Marudi,114.536,4.295,12,6,7,6,6,0,0,1,106,174,MUR
St.-pierre,Reunion,St Pierre,55.705,-20.867,12,6,7,0,0,6,6,0,556,1379,FSP
Nosy-be,Madagascar,Fascene,48.524,-12.854,12,6,7,2,2,4,4,0,904,2535,NOS
Antsiranana,Madagascar,Arrachart,49.486,-11.916,12,6,6,4,4,2,2,0,548,1199,DIE
Kingstown,Saint Vincent and the Grenadines,E T Joshua,-60.685,13.24,12,6,7,0,0,6,6,0,303,787,SVD
Vitória Da Conquista,Brazil,Vitória da Conquista Airport,-40.772,-14.772,12,6,7,6,6,0,0,1,573,1078,VDC
Santo Angelo,Brazil,Santo Angelo,-53.616,-27.803,12,6,6,6,6,0,0,1,205,379,GEL
Cacador,Brazil,Carlos Alberto da Costa Neves Airport,-50.9,-26.648,12,6,6,6,6,0,0,1,152,277,CFC
Macaé,Brazil,Macaé Airport,-41.61,-21.905,12,6,7,6,6,0,0,1,118,144,MEA
Cascavel,Brazil,Cascavel,-53.168,-24.334,12,6,6,6,6,0,0,1,370,468,CAC
Memanbetsu,Japan,Memanbetsu,144.273,44.467,12,6,7,6,6,0,0,1,746,1164,MMB
Lanai,United States,Lanai,-156.92,21.309,12,7,6,7,5,0,0,1,87,101,LNY
Temuco,Chile,Maquehue,-72.396,-38.612,12,6,7,6,6,0,0,1,440,809,ZCO
Semarang,Indonesia,Achmad Yani,110.623,-6.953,12,6,7,6,6,0,0,1,437,543,SRG
Rio Branco,Brazil,PlÃ¡cido de Castro,-67.14,-9.305,12,6,7,6,6,0,0,1,1030,2211,RBR
Murcia,Spain,Murcia San Javier,-0.688,38.291,12,6,7,1,1,5,5,0,1385,1757,MJV
Show Low,United States,Show Low Regional Airport,-109.343,34.442,12,6,7,6,6,0,0,1,272,343,SOW
Prescott,United States,Ernest A Love Fld,-112.033,35.09,12,6,7,6,6,0,0,1,501,548,PRC
McCook,United States,McCook Regional Airport,-100.321,40.343,12,6,7,6,6,0,0,1,271,350,MCK
Laramie,United States,Laramie Regional Airport,-105.459,41.52,12,6,7,6,6,0,0,1,272,397,LAR
Garden City,United States,Garden City Rgnl,-100.541,38.545,12,6,7,6,6,0,0,1,228,396,GCK
Dodge City,United States,Dodge City Regional Airport,-99.943,38.272,12,6,6,6,6,0,0,1,258,456,DDC
Moab,United States,Canyonlands Field,-109.592,39.258,12,6,6,6,6,0,0,1,312,457,CNY
Alliance,United States,Alliance Municipal Airport,-102.674,42.088,12,6,6,6,6,0,0,1,191,236,AIA
Sulaymaniyah,Iraq,Sulaymaniyah International Airport,45.524,35.934,12,6,6,0,0,6,6,0,977,1534,ISU
Haugesund,Norway,Karmoy,5.347,59.575,12,6,6,3,3,3,3,0,484,929,HAU
Harstad/Narvik,Norway,Evenes,17.13,68.818,12,6,6,6,6,0,0,1,504,985,EVE
Huntington,United States,Tri State Milton J Ferguson Field,-82.264,38.611,12,6,7,6,6,0,0,1,793,1411,HTS
Kalgoorlie,Australia,Kalgoorlie Boulder,121.769,-30.65,12,6,6,6,6,0,0,1,1298,2297,KGI
Mackay,Australia,Mackay,149.299,-20.62,12,6,7,6,6,0,0,1,753,1490,MKY
Udon Thani,Thailand,Udon Thani,103.313,17.644,12,6,7,6,6,0,0,1,566,1172,UTH
Ängelholm,Sweden,Ängelholm-Helsingborg Airport,13.411,56.493,12,6,6,6,6,0,0,1,464,573,AGH
Turany,Czech Republic,Turany,17.157,49.252,12,6,6,0,0,6,6,0,1217,1604,BRQ
Pohnpei,Micronesia,Pohnpei Intl,158.348,7.641,12,6,7,4,4,2,2,0,792,1099,PNI
Saltillo,Mexico,Plan De Guadalupe Intl,-100.882,25.915,12,6,7,4,4,2,2,0,624,786,SLW
Harlingen,United States,Valley Intl,-97.424,26.38,12,6,6,6,6,0,0,1,766,2163,HRL
Treasure Cay,Bahamas,Treasure Cay,-76.986,27.242,12,6,7,4,4,2,2,0,198,287,TCB
Duluth,United States,Duluth Intl,-91.657,47.403,12,6,6,6,6,0,0,1,1143,2264,DLH
Ciudad Victoria,Mexico,General Pedro Jose Mendez Intl,-98.928,24.172,12,6,6,6,6,0,0,1,364,496,CVM
Arcata CA,United States,Arcata,-123.515,41.63,12,6,6,6,6,0,0,1,276,421,ACV
Kiunga,Papua New Guinea,Kiunga Airport,141.47,-5.543,12,6,7,6,6,0,0,1,392,759,UNG
Lulea,Sweden,Kallax,22.203,65.906,12,6,7,6,6,0,0,1,657,1002,LLA
Wuyishan,China,Nanping Wuyishan Airport Airport,118.001,28.169,12,6,7,6,6,0,0,1,938,1333,
Muan,South Korea,Muan,126.637,35.652,12,6,6,1,1,5,5,0,1255,2802,MWX
Datong,China,Datong Airport,113.803,40.1,12,6,6,6,6,0,0,1,439,1250,DAT
Asahikawa,Japan,Asahikawa,142.745,44.118,12,6,6,5,5,1,1,0,1024,1513,AKJ
George,South Africa,George,22.631,-33.343,12,6,6,6,6,0,0,1,897,1029,GRJ
Dubrovnik,Croatia,Dubrovnik,18.447,42.935,12,6,6,1,1,5,5,0,1022,1701,DBV
Scarborough,Trinidad and Tobago,Crown Point,-60.721,11.249,12,6,7,1,1,5,5,0,2490,7601,TAB
Aarhus,Denmark,Aarhus,11.031,56.5,12,6,6,2,2,4,4,0,397,892,AAR
Bushehr,Iran,Bushehr,51.391,29.574,12,6,6,5,5,1,1,0,709,1007,BUZ
Abadan,Iran,Abadan,48.38,30.618,12,6,6,5,5,1,1,0,614,914,ABD
Newburgh,United States,Stewart Intl,-73.509,41.84,12,6,7,6,6,0,0,1,975,1834,SWF
Iasi,Romania,Iasi,28.034,47.297,12,6,6,4,4,2,2,0,544,834,IAS
Astrakhan,Russia,Astrakhan,48.01,46.472,12,6,6,3,3,3,3,0,904,1217,ASF
Teesside,United Kingdom,Durham Tees Valley Airport,-1.05,54.848,12,6,7,2,2,4,4,0,1110,3220,MME
Oulu,Finland,Oulu,25.59,65.55,12,6,7,4,4,2,2,0,587,651,OUL
Ushuaia,Argentina,Ushuaia Malvinas Argentinas,-67.827,-54.739,12,6,7,6,6,0,0,1,1355,2348,USH
Zacatecas,Mexico,General Leobardo C Ruiz Intl,-102.479,23.495,12,6,7,3,3,3,3,0,1653,2519,ZCL
Oaxaca,Mexico,Xoxocotlan Intl,-96.545,17.666,12,6,7,4,4,2,2,0,1195,2651,OAX
Padang,Indonesia,Tabing,100.586,-0.792,12,6,7,5,5,1,1,0,695,894,
Kota Bahru,Malaysia,Sultan Ismail Petra,102.488,6.278,12,6,6,6,6,0,0,1,306,339,KBR
Banda Aceh,Indonesia,Sultan Iskandarmuda,95.7,5.872,12,6,6,3,3,3,3,0,749,1791,BTJ
Bejaja,Algeria,Soummam,5.116,37.186,12,6,7,1,1,5,5,0,878,1327,BJA
Biarritz-bayonne,France,Anglet,-1.206,43.78,12,6,6,5,5,1,1,0,647,895,BIQ
Uberaba,Brazil,Uberaba,-47.942,-19.609,12,6,6,6,6,0,0,1,245,419,UBA
Marília,Brazil,Marília Airport,-49.878,-21.662,12,6,6,6,6,0,0,1,270,416,MII
La Romana,Dominican Republic,Casa De Campo Intl,-68.854,18.751,12,6,6,0,0,6,6,0,2971,7556,LRM
El Calafate,Argentina,El Calafate,-71.422,-49.801,12,6,6,6,6,0,0,1,1353,1992,FTE
Shreveport,United States,Shreveport Rgnl,-93.71,32.744,12,6,7,6,6,0,0,1,678,1947,SHV
Mobile,United States,Mobile Rgnl,-87.739,31.152,12,6,7,6,6,0,0,1,712,853,MOB
Gunnison,United States,Gunnison - Crested Butte,-106.889,38.889,12,6,7,6,6,0,0,1,796,1426,GUC
Fort Smith,United States,Fort Smith,-93.946,35.56,12,6,7,6,6,0,0,1,351,729,YSM
Baton Rouge,United States,Baton Rouge Metro Ryan Fld,-90.583,30.888,12,6,6,6,6,0,0,1,608,1028,BTR
Faleolo,Samoa,Faleolo Intl,-171.348,-13.717,12,7,5,0,0,7,5,0,3001,4376,APW
Tirupeti,India,Tirupati,79.905,14.054,12,5,8,5,7,0,0,1,532,891,TIR
Leh,India,Leh,77.91,34.226,12,6,7,6,6,0,0,1,410,591,IXL
Silchar,India,Silchar,93.631,25.521,12,6,7,6,6,0,0,1,305,564,IXS
Mangalore,India,Mangalore,75.483,13.602,12,6,7,6,6,0,0,1,496,653,IXE
Aizwal,India,Aizawl,93.337,24.244,12,6,6,6,6,0,0,1,354,484,AJL
Takamatsu,Japan,Takamatsu,134.025,34.356,12,6,7,3,3,3,3,0,831,1144,TAK
Gaziantep,Turkey,Oguzeli,37.797,37.578,12,6,6,5,5,1,1,0,730,927,GZT
Campbell River,Canada,Campbell River,-124.785,50.584,12,6,6,6,6,0,0,1,126,207,YBL
Oujda,Morocco,Angads,-1.874,35.311,12,6,7,2,1,4,5,0,1243,1994,OUD
Metz,France,Metz Nancy Lorraine,6.418,49.636,12,6,6,4,5,2,1,0,846,2270,ETZ
Sao Tome,Sao Tome and Principe,Sao Tome Intl,7.186,0.63,12,6,7,0,0,6,6,0,2487,4588,TMS
Mpumalanga,South Africa,Kruger Mpumalanga International Airport,31.176,-24.972,12,6,7,5,4,1,2,0,676,1541,MQP
Tomsk,Russia,Tomsk Bogashevo Airport,85.347,56.633,12,6,7,6,6,0,0,1,1532,2845,TOF
Voronezh,Russia,Chertovitskoye,39.382,52.357,12,6,7,3,3,3,3,0,1148,1948,VOZ
Makhachkala,Russia,Uytash,48.087,43.361,12,6,7,5,5,1,1,0,1478,2227,MCX
Barrow,United States,Wiley Post Will Rogers Mem,-156.611,71.475,12,6,7,6,6,0,0,1,373,1168,BRW
Baroda,India,Vadodara,73.377,22.56,12,6,6,6,6,0,0,1,663,805,BDQ
Coral Harbour,Canada,Fairmont Hot Springs,-82.933,64.322,12,6,7,6,6,0,0,1,365,434,YZS
Bahias Dehuatulco,Mexico,Bahias De Huatulco Intl,-95.771,16.292,12,6,6,4,4,2,2,0,849,1597,HUX
Pereira,Colombia,Matecana,-75.566,5.354,12,6,7,5,5,1,1,0,242,562,PEI
Leticia,Colombia,Alfredo Vasquez Cobo,-69.906,-3.656,12,6,7,6,6,0,0,1,674,1062,LET
Ganja,Azerbaijan,Ganja Airport,46.529,41.229,12,6,7,1,1,5,5,0,1677,2392,KVD
Khanabad,Uzbekistan,Karshi Khanabad Airport,66.535,39.389,12,6,7,1,1,5,5,0,2562,3405,KSQ
Bukhara,Uzbekistan,Bukhara,64.805,40.291,12,6,6,1,1,5,5,0,2434,3238,BHK
Busuanga,Philippines,Busuanga,120.166,12.202,12,6,7,6,6,0,0,1,285,308,USU
Ozamis,Philippines,Ozamis,124.402,8.297,12,6,7,6,6,0,0,1,531,815,OZC
Cuenca,Ecuador,Mariscal Lamar,-78.974,-2.816,12,6,6,6,6,0,0,1,303,372,CUE
Juliaca,Peru,Juliaca,-69.597,-15.112,12,6,7,6,6,0,0,1,451,857,JUL
Beaufort,United States,Beaufort Mcas,-80.539,32.795,12,6,7,0,0,6,6,0,8794,10393,
Big Trout Lake,Canada,Big Trout Lake Airport,-89.829,54.363,11,5,7,5,6,0,0,1,223,642,YTL
Sandnessjoen,Norway,Stokka,12.781,66.594,11,5,7,5,6,0,0,1,239,701,SSJ
Bronnoysund,Norway,Bronnoy,12.362,65.768,11,6,6,6,5,0,0,1,323,683,BNN
Rangiroa,French Polynesia,Rangiroa,-147.435,-14.924,11,6,6,6,5,0,0,1,216,462,RGI
Tozeur,Tunisia,Nefta,8.184,34.566,11,6,6,3,1,3,4,0,990,1664,TOE
Pleiku,Vietnam,Pleiku Airport,108.028,14.007,11,6,6,6,5,0,0,1,515,837,PXU
Cockburn Town,Turks and Caicos Islands,San Salvador,-70.571,21.74,11,5,6,4,5,1,1,0,246,586,ZSA
Ipatinga,Brazil,Usiminas,-42.146,-19.118,11,6,6,6,5,0,0,1,284,600,IPN
Marktoberdorf,Germany,Marktoberdorf BF,11.045,48.3,11,6,6,0,0,6,5,0,9640,9657,OAL
Altamira,Brazil,Altamira,-51.757,-2.757,11,5,6,5,6,0,0,1,407,461,ATM
Punta Arenas,Chile,Carlos Ibanez Del Campo Intl,-70.758,-52.338,11,5,7,4,5,1,1,0,1087,2151,PUQ
Pontianak,Indonesia,Supadio,109.673,0.415,11,5,7,5,6,0,0,1,651,879,PNK
